progress,open,high,low,close,volume
0.0757002271006813,0.0,0.0,0.0,0.0,1358
0.1514004542013626,-1.25,-1.5,0.5,0.5,204
0.22710068130204392,-0.5,-1.25,0.75,1.0,277
0.3028009084027252,-0.5,-1.5,0.75,0.75,104
0.3785011355034065,-0.5,-1.25,1.25,0.75,43
0.45420136260408783,-0.25,-1.25,0.5,0.25,417
0.5299015897047692,-1.0,-1.75,0.75,0.5,91
0.6056018168054504,-0.75,-1.75,0.5,0.0,342
0.6813020439061317,-1.25,-2.0,0.25,0.25,200
0.757002271006813,-1.0,-2.0,0.25,0.0,312
0.8327024981074944,-1.25,-2.0,0.25,-0.25,198
0.9084027252081757,-1.25,-2.25,0.0,-0.5,74
0.9841029523088569,-1.5,-2.25,0.25,0.0,46
1.0598031794095384,-1.25,-2.25,0.25,0.0,123
1.1355034065102196,-1.25,-2.25,0.25,0.0,23
1.2112036336109009,-1.25,-2.0,0.0,-0.25,219
1.2869038607115821,-1.75,-2.5,0.0,-0.5,60
1.3626040878122634,-1.75,-2.5,0.0,-0.25,43
1.4383043149129449,-1.75,-2.25,0.0,-0.25,126
1.514004542013626,-1.5,-2.25,0.0,-0.25,89
1.5897047691143074,-1.5,-2.5,-0.25,-0.75,127
1.6654049962149888,-2.0,-2.75,-1.0,-1.25,308
1.74110522331567,-2.5,-3.25,-1.0,-1.5,290
1.8168054504163513,-3.0,-3.75,-2.25,-2.5,468
1.8925056775170326,-4.0,-4.5,-2.25,-2.5,168
1.9682059046177138,-3.75,-4.5,-2.0,-2.5,121
2.043906131718395,-3.75,-4.5,-2.0,-2.25,73
2.1196063588190768,-3.5,-4.5,-2.0,-2.25,25
2.195306585919758,-3.5,-4.5,-2.0,-2.25,46
2.2710068130204393,-3.5,-4.5,-2.0,-2.25,29
2.3467070401211205,-3.5,-4.5,-2.0,-2.25,59
2.4224072672218018,-3.5,-4.5,-2.0,-2.25,46
2.498107494322483,-3.5,-4.5,-2.0,-2.25,19
