progress,open,high,low,close,volume
0.0757002271006813,0.0,0.0,0.0,0.0,1006
0.1514004542013626,0.5,0.0,0.5,0.25,233
0.22710068130204392,0.75,0.25,0.5,0.0,269
0.3028009084027252,0.25,0.0,0.0,-0.5,179
0.3785011355034065,0.0,-0.5,-0.25,-0.75,464
0.45420136260408783,0.0,-0.5,-0.25,-0.5,200
0.5299015897047692,0.0,-0.75,-0.25,-0.5,220
0.6056018168054504,0.0,-0.75,-0.25,-0.5,61
0.6813020439061317,0.0,-0.5,-0.25,-0.25,173
0.757002271006813,0.25,-0.5,0.0,-0.25,112
0.8327024981074944,0.25,0.0,0.25,0.25,226
0.9084027252081757,0.5,0.0,0.5,0.25,38
0.9841029523088569,0.5,0.0,0.5,0.0,78
1.0598031794095384,0.5,0.25,0.5,0.5,106
1.1355034065102196,1.0,0.25,0.75,0.5,67
1.2112036336109009,0.75,0.25,0.75,0.5,86
1.2869038607115821,1.0,1.0,1.0,1.25,264
1.3626040878122634,1.75,1.0,1.5,1.0,96
1.4383043149129449,1.5,1.0,1.5,1.0,106
1.514004542013626,1.5,0.75,1.0,1.0,378
1.5897047691143074,1.5,1.0,1.5,1.0,74
1.6654049962149888,1.5,0.75,1.25,1.0,60
1.74110522331567,1.5,1.0,1.5,1.25,51
1.8168054504163513,2.0,1.25,1.75,1.5,85
1.8925056775170326,1.75,1.0,1.25,1.0,158
1.9682059046177138,1.5,0.75,1.25,0.75,33
2.043906131718395,1.5,0.75,1.25,0.75,142
2.1196063588190768,1.5,0.75,1.25,0.75,22
2.195306585919758,1.5,1.0,1.5,1.25,112
2.2710068130204393,1.75,1.0,1.75,1.25,33
2.3467070401211205,1.5,1.0,1.5,1.25,27
2.4224072672218018,1.75,1.0,1.75,1.25,66
2.498107494322483,1.5,1.0,1.5,1.25,22
2.5738077214231643,1.75,1.0,1.5,1.25,99
2.6495079485238455,1.75,1.0,1.5,1.25,71
2.7252081756245268,1.75,1.0,1.5,1.0,105
2.8009084027252085,1.75,1.0,1.75,1.25,25
2.8766086298258897,1.75,1.0,1.5,1.0,74
2.952308856926571,1.25,0.75,1.25,0.75,60
3.028009084027252,1.25,0.5,1.25,0.75,14
3.1037093111279335,1.5,0.75,1.25,1.0,58
3.1794095382286147,1.25,0.75,1.25,0.75,19
3.255109765329296,1.25,0.5,1.25,0.75,2
3.3308099924299777,1.5,0.75,1.5,1.0,10
3.406510219530659,1.5,0.75,1.5,1.0,22
3.48221044663134,1.5,0.75,1.5,1.0,4
3.5579106737320214,1.5,0.75,1.25,0.75,4
3.6336109008327027,1.5,0.75,1.5,1.0,8
3.709311127933384,1.5,0.75,1.5,1.0,150
3.785011355034065,1.5,1.0,1.5,1.25,22
3.8607115821347464,1.5,1.0,1.5,1.25,48
3.9364118092354277,1.75,1.0,1.75,1.25,30
4.012112036336109,1.75,1.25,1.75,1.5,30
4.08781226343679,1.75,1.25,1.75,1.5,17
4.163512490537472,2.0,1.25,2.0,1.5,8
4.2392127176381535,1.75,1.0,1.75,1.25,10
4.314912944738834,1.75,1.25,1.75,1.5,18
4.390613171839516,1.75,1.25,1.75,1.5,2
4.466313398940197,2.0,1.25,1.75,1.5,5
4.5420136260408785,2.0,1.25,1.75,1.5,22
4.617713853141559,2.0,1.25,2.0,1.5,5
4.693414080242241,2.0,1.25,1.75,1.5,7
4.769114307342922,2.0,1.25,2.0,1.5,13
4.8448145344436035,1.75,1.25,1.5,1.5,99
4.920514761544285,2.0,1.25,1.75,1.25,17
4.996214988644966,2.0,1.25,1.75,1.25,18
5.071915215745648,1.5,1.0,1.5,1.0,18
5.1476154428463285,1.75,1.0,1.75,1.25,16
5.22331566994701,1.75,1.25,1.75,1.5,12
5.299015897047691,2.0,1.25,2.0,1.5,17
5.374716124148373,2.0,1.5,2.0,1.75,48
5.4504163512490535,2.25,1.5,2.25,1.75,32
5.526116578349735,2.0,1.75,2.0,2.0,163
5.601816805450417,2.5,2.0,2.25,2.0,191
5.677517032551098,2.5,2.5,2.5,2.75,270
5.753217259651779,3.25,2.5,2.75,2.5,79
5.82891748675246,2.75,2.75,2.75,3.0,466
5.904617713853142,3.5,3.25,3.5,3.25,396
5.980317940953823,3.75,3.0,3.25,3.0,179
6.056018168054504,3.75,3.25,3.5,3.5,263
6.131718395155186,3.75,3.5,3.75,3.75,601
6.207418622255867,4.25,3.5,4.0,3.5,212
6.283118849356549,4.0,3.5,4.0,3.5,178
6.358819076457229,4.0,3.25,3.25,2.75,529
6.434519303557911,3.25,3.0,3.25,3.0,211
6.510219530658592,3.75,3.0,3.5,3.25,39
6.585919757759274,4.0,3.25,3.5,3.0,117
6.661619984859955,3.5,2.75,3.25,2.75,30
6.737320211960636,3.25,2.75,3.25,2.75,30
6.813020439061318,3.25,2.75,3.0,2.5,33
6.888720666161999,3.25,2.5,3.0,2.75,105
6.96442089326268,3.25,2.75,3.25,2.75,86
7.040121120363361,3.25,2.5,3.25,2.75,14
7.115821347464043,3.5,2.75,3.25,3.0,13
7.191521574564724,3.5,2.75,3.25,3.0,6
7.267221801665405,3.5,2.75,3.25,2.75,33
7.342922028766087,3.5,2.75,3.0,2.75,146
7.418622255866768,3.0,2.25,2.75,2.25,62
7.4943224829674495,2.75,2.0,2.5,2.25,190
7.57002271006813,2.75,2.25,2.75,2.5,2
7.645722937168812,3.0,2.25,3.0,2.5,54
7.721423164269493,3.0,2.25,2.5,2.0,149
7.7971233913701745,2.5,2.25,2.5,2.5,35
7.872823618470855,3.0,2.75,3.0,2.5,44
7.948523845571537,3.25,2.75,3.25,2.75,22
8.024224072672219,3.0,2.5,2.75,2.25,181
