progress,open,high,low,close,volume
0.0757002271006813,0.0,0.0,0.0,0.0,1160
0.1514004542013626,-1.25,-0.5,-0.25,-1.75,480
0.22710068130204392,-2.5,-1.5,0.0,-0.75,77
0.3028009084027252,-1.75,-0.75,0.75,0.0,120
0.3785011355034065,-1.0,-0.25,1.25,0.5,40
0.45420136260408783,-0.25,0.0,1.75,0.75,129
0.5299015897047692,-0.25,0.25,2.0,0.75,175
0.6056018168054504,-0.25,-0.25,2.0,0.5,14
0.6813020439061317,-0.25,-0.25,2.0,0.75,53
0.757002271006813,-0.25,-0.25,1.5,0.5,108
0.8327024981074944,-0.25,0.5,2.25,1.25,185
0.9084027252081757,0.0,0.25,2.5,1.0,31
0.9841029523088569,-0.25,0.5,2.25,1.25,34
1.0598031794095384,0.25,0.75,2.75,1.25,69
1.1355034065102196,0.5,0.5,2.5,1.25,48
1.2112036336109009,0.25,0.5,2.5,1.25,18
1.2869038607115821,0.25,0.5,2.75,1.25,48
1.3626040878122634,0.5,0.5,3.0,1.5,12
1.4383043149129449,0.5,0.5,2.5,1.25,36
1.514004542013626,0.25,0.25,2.75,1.25,4
1.5897047691143074,0.25,0.5,2.5,1.5,24
1.6654049962149888,0.5,0.75,2.75,1.75,34
1.74110522331567,0.75,0.75,3.0,1.5,18
1.8168054504163513,0.5,0.5,3.0,1.5,8
1.8925056775170326,0.75,0.75,2.75,1.25,11
1.9682059046177138,0.25,0.5,2.75,1.25,31
2.043906131718395,0.25,0.5,2.75,1.25,20
2.1196063588190768,0.25,0.25,2.5,1.0,8
2.195306585919758,0.0,0.0,2.5,1.0,5
2.2710068130204393,0.0,0.0,2.25,0.75,45
2.3467070401211205,-0.25,0.25,2.25,0.75,25
2.4224072672218018,-0.25,0.0,2.25,0.75,35
2.498107494322483,-0.25,-0.25,2.25,0.75,1
2.5738077214231643,0.0,0.0,2.25,0.75,9
2.6495079485238455,0.0,0.0,2.25,0.75,29
2.7252081756245268,-0.25,0.0,2.25,0.75,10
2.8009084027252085,-0.25,0.0,2.25,1.0,12
2.8766086298258897,0.0,0.0,1.5,0.25,69
2.952308856926571,-0.5,-0.25,1.75,0.5,36
3.028009084027252,-0.75,-0.75,1.25,0.0,37
3.1037093111279335,-1.0,-1.0,1.25,0.0,7
3.1794095382286147,-1.25,-1.25,1.25,-0.25,25
3.255109765329296,-1.25,-0.75,1.25,0.25,22
3.3308099924299777,-0.75,-0.5,1.75,0.25,16
3.406510219530659,-0.5,0.0,2.0,0.75,61
3.48221044663134,-0.25,0.25,2.25,1.25,57
3.5579106737320214,0.25,0.25,2.75,1.25,6
3.6336109008327027,0.25,0.5,2.25,1.0,38
