progress,open,high,low,close,volume
0.0757002271006813,0.0,0.0,0.0,0.0,101
0.1514004542013626,0.0,0.0,0.25,0.0,27
0.22710068130204392,0.0,0.0,0.25,0.25,11
0.3028009084027252,0.25,0.0,0.5,0.25,90
0.3785011355034065,0.5,0.25,0.75,0.5,98
0.45420136260408783,0.5,0.25,0.75,0.5,20
0.5299015897047692,0.75,0.5,1.0,0.75,6
0.6056018168054504,0.75,0.5,0.75,0.5,8
0.6813020439061317,0.5,0.75,0.75,1.0,134
0.757002271006813,0.75,0.75,1.0,1.0,12
0.8327024981074944,0.75,1.0,1.0,1.25,97
0.9084027252081757,1.25,1.0,1.25,1.25,31
0.9841029523088569,1.0,1.25,1.25,1.25,55
1.0598031794095384,1.25,1.0,1.25,1.25,3
1.1355034065102196,1.25,1.0,1.5,1.25,3
1.2112036336109009,1.25,1.0,0.75,0.75,180
1.2869038607115821,0.75,0.75,1.0,1.0,35
1.3626040878122634,1.0,1.0,1.25,1.25,4
1.4383043149129449,1.0,1.0,1.25,1.25,12
1.514004542013626,1.25,1.0,1.5,1.25,3
1.5897047691143074,1.25,1.0,1.5,1.25,3
1.6654049962149888,1.25,1.0,1.5,1.25,26
1.74110522331567,1.5,1.25,1.5,1.25,42
1.8168054504163513,1.5,1.25,1.75,1.5,1
1.8925056775170326,1.5,1.25,1.75,1.5,6
1.9682059046177138,1.5,1.25,1.75,1.5,11
2.043906131718395,1.5,1.25,1.75,1.5,16
2.1196063588190768,1.5,1.25,1.75,1.5,9
2.195306585919758,1.5,1.25,1.75,1.5,6
2.2710068130204393,1.5,1.25,1.75,1.5,2
2.3467070401211205,1.5,1.25,1.75,1.5,11
2.4224072672218018,1.75,1.5,1.75,1.5,31
2.498107494322483,1.25,1.0,1.5,1.25,6
2.5738077214231643,1.5,1.25,1.75,1.5,1
2.6495079485238455,1.5,1.5,1.75,1.5,33
2.7252081756245268,1.5,1.5,1.75,1.5,27
2.8009084027252085,1.5,1.5,1.75,1.75,14
2.8766086298258897,1.75,1.5,1.75,1.5,5
2.952308856926571,1.5,1.25,0.5,0.5,199
3.028009084027252,0.75,0.5,0.75,0.5,15
3.1037093111279335,0.75,0.5,0.75,0.75,6
3.1794095382286147,0.75,0.5,0.75,0.5,52
3.255109765329296,0.75,0.5,1.0,0.75,4
3.3308099924299777,0.75,0.5,1.0,0.75,20
3.406510219530659,0.75,0.5,1.0,0.75,3
3.48221044663134,0.5,0.5,0.75,0.75,5
3.5579106737320214,0.75,0.5,0.75,0.75,16
3.6336109008327027,0.75,0.5,0.75,0.5,28
3.709311127933384,0.5,0.25,0.75,0.5,1
3.785011355034065,0.25,0.0,0.5,0.25,16
3.8607115821347464,0.5,0.5,0.75,0.5,72
3.9364118092354277,0.5,0.25,0.75,0.5,60
4.012112036336109,0.5,0.25,0.75,0.5,31
4.08781226343679,0.5,0.25,0.75,0.5,2
4.163512490537472,0.25,0.25,0.5,0.5,58
4.2392127176381535,0.5,0.25,0.75,0.5,8
4.314912944738834,0.5,0.25,0.5,0.25,9
4.390613171839516,0.5,0.25,0.75,0.5,2
4.466313398940197,0.5,0.25,0.5,0.25,40
4.5420136260408785,0.5,0.25,0.5,0.25,59
4.617713853141559,0.5,0.25,0.25,0.0,78
4.693414080242241,-0.25,-0.5,0.0,-0.25,33
4.769114307342922,-0.25,-0.5,0.0,-0.25,35
4.8448145344436035,-0.5,-0.25,-0.25,0.0,29
4.920514761544285,-0.25,0.25,-0.25,0.0,323
4.996214988644966,-0.25,-0.5,-0.25,-0.5,109
5.071915215745648,-0.5,-0.5,-0.5,-0.5,46
5.1476154428463285,-0.5,-0.5,-0.25,-0.25,17
5.22331566994701,-0.5,-0.75,-0.5,-0.5,35
5.299015897047691,-0.5,-0.75,-0.25,-0.5,70
5.374716124148373,-0.5,-0.5,-0.25,-0.5,20
5.4504163512490535,-0.5,-0.75,-0.25,-0.5,16
5.526116578349735,-0.5,-0.5,-0.25,-0.5,16
5.601816805450417,-0.5,-0.75,-0.25,-0.5,13
5.677517032551098,-0.5,-0.5,-0.5,-0.75,14
5.753217259651779,-0.75,-1.0,-0.75,-1.0,90
5.82891748675246,-0.75,-1.0,-1.0,-1.0,103
5.904617713853142,-1.0,-1.25,-0.75,-1.0,3
5.980317940953823,-1.0,-0.75,-0.75,-0.5,47
6.056018168054504,-0.5,-0.75,-0.25,-0.5,12
6.131718395155186,-0.5,-0.5,-0.25,-0.25,5
6.207418622255867,-0.5,-0.5,-0.25,-0.5,19
6.283118849356549,-0.5,-0.75,-0.25,-0.5,27
6.358819076457229,-0.5,-0.5,-0.5,-0.25,6
6.434519303557911,-0.25,-0.5,0.0,-0.25,42
6.510219530658592,-0.25,-0.5,0.0,-0.25,25
6.585919757759274,-0.25,-0.5,-0.25,-0.5,49
6.661619984859955,-0.75,-1.0,-0.75,-0.75,40
6.737320211960636,-0.75,-0.75,-0.5,-0.5,37
6.813020439061318,-0.5,-0.75,-0.25,-0.5,3
